dim, table02, Table, 2, 3, 0, 200, 2, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 3, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 3, 1, 8, 1, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 3, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 25, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 26, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 27, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 28, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 29, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 30, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 31, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 32, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 33, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 34, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 35, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 36, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 37, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 38, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 39, 1, 0, 0, 0, 0, 0
moverel, table02, Table, 2, 1, 3, 1, 40, 1, 0, 0, 0, 0, 0
dimend, table02, Table, 2, 3, 0, 200, 2, 0, 0, 0, 0, 0, 0
dim, table02, Table, 4, 3, 1, 200, 2, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 3, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 17, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 18, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 19, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 20, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 21, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 22, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 23, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 24, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 33, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 34, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 35, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 36, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 37, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 38, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 39, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 4, 0, 3, 0, 40, 0, 0, 0, 0, 0, 0
dimend, table02, Table, 4, 3, 1, 200, 2, 0, 0, 0, 0, 0, 0
dim, table02, Table, 39, 35, 1, 200, 2, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 9, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 10, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 11, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 12, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 17, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 18, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 19, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 20, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 25, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 26, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 27, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 28, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 33, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 34, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 35, 2, 36, 2, 0, 0, 0, 0, 0, 0, 0
moverel, table02, Table, 39, 2, 35, 2, 1, 2, 0, 0, 0, 0, 0
moverel, table02, Table, 39, 2, 35, 2, 2, 2, 0, 0, 0, 0, 0
moverel, table02, Table, 39, 2, 35, 2, 3, 2, 0, 0, 0, 0, 0
moverel, table02, Table, 39, 2, 35, 2, 4, 2, 0, 0, 0, 0, 0
moverel, table02, Table, 39, 2, 35, 2, 5, 2, 0, 0, 0, 0, 0
moverel, table02, Table, 39, 2, 35, 2, 6, 2, 0, 0, 0, 0, 0
moverel, table02, Table, 39, 2, 35, 2, 7, 2, 0, 0, 0, 0, 0
moverel, table02, Table, 39, 2, 35, 2, 8, 2, 0, 0, 0, 0, 0
dimend, table02, Table, 39, 35, 1, 200, 2, 0, 0, 0, 0, 0, 0
dim, table02, Table, 7, 3, 1, 200, 2, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 3, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 3, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0
moveabs, table02, Table, 3, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0
dimend, table02, Table, 7, 3, 1, 200, 2, 0, 0, 0, 0, 0, 0
